,User_Name,Twitter_Name,Location,Bio,Tweet,city_police,media,Language,Tweet_Link,is_Retweeted,Original_Tweet_by,Hashtags,User_Mentions,tweet_date,tweet_time
43,Sanjay,Sanjay75266028,,I'm especially to my family and my friend,@capt_ivane @DelhiPolice Is mansik rogi k saath bhi esa hi karo jaisa isne gaay k saath kiya h,Delhi,[],hi,https://twitter.com/statuses/1139090244156792832,no,NA,[],"['capt_ivane', 'DelhiPolice']",Jun-13-2019,08:40:52
44,CHOWKIDAR AMIT,amitabhbhasker,"New Delhi, India",,"RT @DCPNEastDelhi: Notorious chain snatcher arrested with the recovery of a stolen motorcycle,two robbed mobile phones and two snatched gol…",Delhi,[],en,https://twitter.com/statuses/1139090189547008000,yes,DCPNEastDelhi,['KeepingDelhiSafe'],"['DCPNEastDelhi', 'CPDelhi', 'LtGovDelhi', 'DelhiPolice']",Jun-13-2019,08:40:39
45,CHOWKIDAR AMIT,amitabhbhasker,"New Delhi, India",,"RT @DCPSouthDelhi: #ReclaimingPublicPlaces
04 #PickPocketers apprehended,15 Smartphones  recovrd during two hours extensive Bus checking dr…",Delhi,[],en,https://twitter.com/statuses/1139090091144429568,yes,DCPSouthDelhi,"['ReclaimingPublicPlaces', 'PickPocketers', 'SouthDistrict', 'KeepingDelhiSafe']","['DelhiPolice', 'DCPSouthDelhi']",Jun-13-2019,08:40:15
46,Vishal Gajanan Giri,VishalGajananG3,"Maharashtra, India",Mechanical Engg.| Tech Enthusiast | Love to read tech Blogs | Giveaway freak | smartphones and gadgets lover | always active for tech info!!!,"@nikhilchawla @NehaChawla_ @DelhiPolice @DCPNewDelhi @DCPWestDelhi @JLLIndia @AmitShah @Manekagandhibjp @PFA @PetaIndia @BiIndia @AmitShahOffice @indiatvnews @ndtv @ians_india @PritishNandy @pfaindia Unacceptable, what r u doing @DelhiPolice 😠😠😠",Delhi,[],en,https://twitter.com/statuses/1139090068558061568,no,NA,[],"['JLLIndia', 'Manekagandhibjp', 'pfaindia', 'DCPNewDelhi', 'ians_india', 'PFA', 'PetaIndia', 'BiIndia', 'indiatvnews', 'NehaChawla_', 'PritishNandy', 'ndtv', 'DCPWestDelhi', 'DelhiPolice', 'nikhilchawla', 'AmitShah', 'AmitShahOffice']",Jun-13-2019,08:40:10
47,CHOWKIDAR AMIT,amitabhbhasker,"New Delhi, India",,RT @DCP_DelhiMetro: Conducted a combined/joint Patrolling along with @CISFHQrs  DMRC Unit on the Yellow Line of the Metro. #keepingdelhisaf…,Delhi,[],en,https://twitter.com/statuses/1139090037956497409,yes,DCP_DelhiMetro,['keepingdelhisafe'],"['DCPEastDelhi', 'DCPNewDelhi', 'CISFHQrs', 'DCP_DelhiMetro', 'DelhiPolice', 'DCPSouthDelhi']",Jun-13-2019,08:40:02
48,CHOWKIDAR AMIT,amitabhbhasker,"New Delhi, India",,RT @bhishamsingh24: Two accused Pawan@Chachi &amp; Pintu@Sumit of dreaded Karambir @kala arrested. The accused were wanted in three cases of at…,Delhi,[],en,https://twitter.com/statuses/1139090013918879745,yes,bhishamsingh24,"['fightagainstcrime', 'keepingdelhisafe']","['kala', 'bhishamsingh24', 'CPDelhi', 'DelhiPolice']",Jun-13-2019,08:39:57
49,CHOWKIDAR AMIT,amitabhbhasker,"New Delhi, India",,"RT @bhishamsingh24: BANGLADESH-MALDA- DELHI- PUNJAB, International drug cartel busted, 15 kg Opium recovered.  
Three accused including the…",Delhi,[],en,https://twitter.com/statuses/1139089994750910464,yes,bhishamsingh24,"['fightagainstcrime', 'keepingdelhisafe']","['bhishamsingh24', 'CPDelhi', 'DelhiPolice']",Jun-13-2019,08:39:52
50,vikul pandit,vikul_pandit,(BHADERWAH) J&K,राम भक्त,@DCPNEastDelhi @CPDelhi @LtGovDelhi @DelhiPolice Naam to bta do bhaijaan ka,Delhi,[],hi,https://twitter.com/statuses/1139089951646134272,no,NA,[],"['DCPNEastDelhi', 'CPDelhi', 'LtGovDelhi', 'DelhiPolice']",Jun-13-2019,08:39:42
51,mohnish,mohnish05648411,,,RT @NiwanTimesInd: #NewDelhi :  स्वर्गीय शराब व्यवसायी पोंटी चड्ढा के बेटे और उप्पल-चड्ढा हाई-टेक डेवलपर्स प्राइवेट लिमिटेड के निदेशक मनप्…,Delhi,[],hi,https://twitter.com/statuses/1139089906905432064,yes,NiwanTimesInd,['NewDelhi'],"['NiwanTimesInd', 'DelhiPolice']",Jun-13-2019,08:39:31
52,CHOWKIDAR AMIT,amitabhbhasker,"New Delhi, India",,RT @DCPNEastDelhi: Intensive picketing and patrolling led by Special CP L &amp; O (N) Shri Sandeep Goel IPS and other senior officers for keepi…,Delhi,[],en,https://twitter.com/statuses/1139089888102346752,yes,DCPNEastDelhi,['KeepingDelhiSafe'],"['DCPNEastDelhi', 'CPDelhi', 'LtGovDelhi', 'DelhiPolice']",Jun-13-2019,08:39:27
53,mohnish,mohnish05648411,,,RT @NiwanTimesInd: #NewDelhi :  कल रात नेताजी सुभाष प्लेस इलाके में पुलिस के साथ मुठभेड़ के बाद हत्या समेत 12 मामलों में वांछित अपराधी श्री…,Delhi,[],hi,https://twitter.com/statuses/1139089827947720704,yes,NiwanTimesInd,['NewDelhi'],"['NiwanTimesInd', 'DelhiPolice']",Jun-13-2019,08:39:12
54,CHOWKIDAR AMIT,amitabhbhasker,"New Delhi, India",,"RT @DCPNEastDelhi: Desperate Autolifter arrested by Team North East with the recovery of five stolen motorcycles
@CPDelhi @LtGovDelhi @Delh…",Delhi,[],en,https://twitter.com/statuses/1139089796918235136,yes,DCPNEastDelhi,['KeepingDelhiSafe'],"['DCPNEastDelhi', 'CPDelhi', 'LtGovDelhi', 'DelhiPolice']",Jun-13-2019,08:39:05
55,abhishek journalist,tyagi9716,"Noida, India","फिक्र तो तेरी हम आज भी करते है, बस जिक्र करने का हक मिलना चाहिए।",RT @NiwanTimesInd: #NewDelhi :  स्वर्गीय शराब व्यवसायी पोंटी चड्ढा के बेटे और उप्पल-चड्ढा हाई-टेक डेवलपर्स प्राइवेट लिमिटेड के निदेशक मनप्…,Delhi,[],hi,https://twitter.com/statuses/1139089789829779457,yes,NiwanTimesInd,['NewDelhi'],"['NiwanTimesInd', 'DelhiPolice']",Jun-13-2019,08:39:03
56,abhishek journalist,tyagi9716,"Noida, India","फिक्र तो तेरी हम आज भी करते है, बस जिक्र करने का हक मिलना चाहिए।",RT @NiwanTimesInd: #NewDelhi :  कल रात नेताजी सुभाष प्लेस इलाके में पुलिस के साथ मुठभेड़ के बाद हत्या समेत 12 मामलों में वांछित अपराधी श्री…,Delhi,[],hi,https://twitter.com/statuses/1139089719512293376,yes,NiwanTimesInd,['NewDelhi'],"['NiwanTimesInd', 'DelhiPolice']",Jun-13-2019,08:38:47
57,CHOWKIDAR AMIT,amitabhbhasker,"New Delhi, India",,RT @DCPNEastDelhi: Notorious robber/auto lifter arrested by Special Staff NorthEast with the recovery of a robbed motorcycle and three othe…,Delhi,[],en,https://twitter.com/statuses/1139089718849572864,yes,DCPNEastDelhi,['KeepingDelhiSafe'],"['DCPNEastDelhi', 'CPDelhi', 'LtGovDelhi', 'DelhiPolice']",Jun-13-2019,08:38:46
58,Delhi Police,DelhiPolice,"New Delhi, India",Official Twitter account of Delhi Police | Pls do not report crime here | In case of emergency #Dial100 | Help us to serve you better |,"RT @DCPNEastDelhi: Desperate Autolifter arrested by Team North East with the recovery of five stolen motorcycles
@CPDelhi @LtGovDelhi @Delh…",Delhi,[],en,https://twitter.com/statuses/1139089696523317249,yes,DCPNEastDelhi,['KeepingDelhiSafe'],"['DCPNEastDelhi', 'CPDelhi', 'LtGovDelhi', 'DelhiPolice']",Jun-13-2019,08:38:41
59,Giriraj Singh,giriraj76,"South West , Delhi","Passionate to create #Awareness.
Open Unbiased  #Moderator, #Commentator,
Rights Crusader and #Motivator

RT Not Endorsed.","@DCPNEastDelhi @CPDelhi @LtGovDelhi @DelhiPolice Great Going !!

Please put special focus on #Najafgarh. 
Waiting since long for such trust building excercise.

Its Den of criminals.  You never know who pulls out a gun at anyone for anything",Delhi,[],en,https://twitter.com/statuses/1139089677087006721,no,NA,['Najafgarh'],"['DCPNEastDelhi', 'CPDelhi', 'LtGovDelhi', 'DelhiPolice']",Jun-13-2019,08:38:36
60,Delhi Police,DelhiPolice,"New Delhi, India",Official Twitter account of Delhi Police | Pls do not report crime here | In case of emergency #Dial100 | Help us to serve you better |,RT @DCPNEastDelhi: Notorious robber/auto lifter arrested by Special Staff NorthEast with the recovery of a robbed motorcycle and three othe…,Delhi,[],en,https://twitter.com/statuses/1139089674142568448,yes,DCPNEastDelhi,['KeepingDelhiSafe'],"['DCPNEastDelhi', 'CPDelhi', 'LtGovDelhi', 'DelhiPolice']",Jun-13-2019,08:38:36
61,Vishal Gajanan Giri,VishalGajananG3,"Maharashtra, India",Mechanical Engg.| Tech Enthusiast | Love to read tech Blogs | Giveaway freak | smartphones and gadgets lover | always active for tech info!!!,"RT @nikhilchawla: My wife @NehaChawla_ and I have been assaulted, tortured and threatened for life. FIR filed! Waiting for @DelhiPolice, @D…",Delhi,[],en,https://twitter.com/statuses/1139089357900398593,yes,nikhilchawla,"['DlfIndia', 'AnimalCruelty', 'HumanTorture']","['JLLIndia', 'Manekagandhibjp', 'DCPNewDelhi', 'PFA', 'PetaIndia', 'NehaChawla_', 'DCPWestDelhi', 'DelhiPolice', 'nikhilchawla', 'AmitShah']",Jun-13-2019,08:37:20
62,LATAFAT HUSSAIN,LATAFATHUSSAIN,,,@dtptraffic @sanjaysachasl @DelhiPolice They also don't know anything except ask to visit the said point.,Delhi,[],en,https://twitter.com/statuses/1139089315114471424,no,NA,[],"['DelhiPolice', 'sanjaysachasl', 'dtptraffic']",Jun-13-2019,08:37:10
63,Mayank Sharma,philosophers816,Delhi,Shirley setia Fan. Animal lover. Technology geek📱💻. Tech Blogger 🤓 Love to Explore new gadgets and technology.,"RT @nikhilchawla: My wife @NehaChawla_ and I have been assaulted, tortured and threatened for life. FIR filed! Waiting for @DelhiPolice, @D…",Delhi,[],en,https://twitter.com/statuses/1139089268779839489,yes,nikhilchawla,"['DlfIndia', 'AnimalCruelty', 'HumanTorture']","['JLLIndia', 'Manekagandhibjp', 'DCPNewDelhi', 'PFA', 'PetaIndia', 'NehaChawla_', 'DCPWestDelhi', 'DelhiPolice', 'nikhilchawla', 'AmitShah']",Jun-13-2019,08:36:59
64,Ramveer,Ramveer95982599,,,@sanjay03027 @pankajjha_ @DelhiPolice यूपी में 24 घंटे में अनगिनत ऐसी घटनाएं घटती हैं कोई देखने वाला नहीं है कोई शिकायत सुनने को तैयार नहीं है,Delhi,[],hi,https://twitter.com/statuses/1139089221442871296,no,NA,[],"['pankajjha_', 'DelhiPolice', 'sanjay03027']",Jun-13-2019,08:36:48
65,// samit // ⎊,Samit_hawx,An Isolated Room,Every tweet matters 🐦 Somewhat friendly 👥 Tech Enthusiast ❤️ Retweets appreciated 🔁 IG/SC 👉 Samit_hawx,@nikhilchawla @NehaChawla_ @DelhiPolice @DCPNewDelhi @DCPWestDelhi @JLLIndia @AmitShah @Manekagandhibjp @PFA @PetaIndia @BiIndia @AmitShahOffice @indiatvnews @ndtv @ians_india @PritishNandy @pfaindia Sad to hear it hasn't been solve yet 😞 Hope police takes action soon against these goons,Delhi,[],en,https://twitter.com/statuses/1139089150806597632,no,NA,[],"['JLLIndia', 'Manekagandhibjp', 'pfaindia', 'DCPNewDelhi', 'ians_india', 'PFA', 'PetaIndia', 'BiIndia', 'indiatvnews', 'NehaChawla_', 'PritishNandy', 'ndtv', 'DCPWestDelhi', 'DelhiPolice', 'nikhilchawla', 'AmitShah', 'AmitShahOffice']",Jun-13-2019,08:36:31
66,Sukhada / سُکهَدا,appadappajappa,"Nagpur, India","| MICAn, Eccentric ex-teen, culture-feaster, trivia-hoarder, quizzer, frisbee-thrower, feminist, digital marketing consultant for SMEs |",@nikhilchawla @NehaChawla_ @DelhiPolice @DCPNewDelhi @DCPWestDelhi @JLLIndia @AmitShah @Manekagandhibjp @PFA @PetaIndia @BiIndia @AmitShahOffice @indiatvnews @ndtv @ians_india @PritishNandy @pfaindia This is so so horrible :( I really hope swift action is taken!,Delhi,[],en,https://twitter.com/statuses/1139089047006076928,no,NA,[],"['JLLIndia', 'Manekagandhibjp', 'pfaindia', 'DCPNewDelhi', 'ians_india', 'PFA', 'PetaIndia', 'BiIndia', 'indiatvnews', 'NehaChawla_', 'PritishNandy', 'ndtv', 'DCPWestDelhi', 'DelhiPolice', 'nikhilchawla', 'AmitShah', 'AmitShahOffice']",Jun-13-2019,08:36:06
67,Sukhada / سُکهَدا,appadappajappa,"Nagpur, India","| MICAn, Eccentric ex-teen, culture-feaster, trivia-hoarder, quizzer, frisbee-thrower, feminist, digital marketing consultant for SMEs |","RT @nikhilchawla: My wife @NehaChawla_ and I have been assaulted, tortured and threatened for life. FIR filed! Waiting for @DelhiPolice, @D…",Delhi,[],en,https://twitter.com/statuses/1139088955087831040,yes,nikhilchawla,"['DlfIndia', 'AnimalCruelty', 'HumanTorture']","['JLLIndia', 'Manekagandhibjp', 'DCPNewDelhi', 'PFA', 'PetaIndia', 'NehaChawla_', 'DCPWestDelhi', 'DelhiPolice', 'nikhilchawla', 'AmitShah']",Jun-13-2019,08:35:44
68,// samit // ⎊,Samit_hawx,An Isolated Room,Every tweet matters 🐦 Somewhat friendly 👥 Tech Enthusiast ❤️ Retweets appreciated 🔁 IG/SC 👉 Samit_hawx,"RT @nikhilchawla: My wife @NehaChawla_ and I have been assaulted, tortured and threatened for life. FIR filed! Waiting for @DelhiPolice, @D…",Delhi,[],en,https://twitter.com/statuses/1139088927271182336,yes,nikhilchawla,"['DlfIndia', 'AnimalCruelty', 'HumanTorture']","['JLLIndia', 'Manekagandhibjp', 'DCPNewDelhi', 'PFA', 'PetaIndia', 'NehaChawla_', 'DCPWestDelhi', 'DelhiPolice', 'nikhilchawla', 'AmitShah']",Jun-13-2019,08:35:38
69,NKN,NKNegi3,,"INDIA TODAY, Traffic Management ground reality zero report",@noidapolice @noidatraffic @Krishna_VK12 @Uppolice @up100 @igrangemeerut @DelhiPolice @dtptraffic @dcpter . This Delhi bound auto have hit a bike few mins back at sector 6 chowki and ran towards Mayur vihar. Even I tried to stop @up100 . But they also passed away without stopping https://t.co/1x9zT3gPAs,Delhi,['https://twitter.com/NKNegi3/status/1139088739798605824/photo/1'],en,https://twitter.com/statuses/1139088739798605824,no,NA,[],"['noidapolice', 'Krishna_VK12', 'Uppolice', 'dtptraffic', 'noidatraffic', 'DelhiPolice', 'dcpter', 'igrangemeerut', 'up100']",Jun-13-2019,08:34:53
70,Nikhil Chawla,nikhilchawla,"Delhi, India",Tech Expert @AajTak @CNBC_Awaaz @CNNNews18 @NDTV @WIONews @ZeeBusiness | Photographer | Traveller | Founder @theunbiasedblog | me@nikhilchawla.com #LenovoIn,"My wife @NehaChawla_ and I have been assaulted, tortured and threatened for life. FIR filed! Waiting for @DelhiPolice, @DCPNewDelhi @DCPWestDelhi to take against #DlfIndia @JLLIndia and the others accused. @AmitShah @Manekagandhibjp @pfa @PetaIndia #AnimalCruelty #HumanTorture https://t.co/hxhkJcSq5g",Delhi,['https://twitter.com/nikhilchawla/status/1139088618792685568/photo/1'],en,https://twitter.com/statuses/1139088618792685568,no,NA,"['DlfIndia', 'AnimalCruelty', 'HumanTorture']","['JLLIndia', 'Manekagandhibjp', 'DCPNewDelhi', 'PFA', 'PetaIndia', 'NehaChawla_', 'DCPWestDelhi', 'DelhiPolice', 'AmitShah']",Jun-13-2019,08:34:24
71,Rajni Sharma,findrajnisharma,"Bengaluru, India",,RT @capt_ivane: दिल्ली पुलिस ने इमरान नाम के आरोपी को गिरफ्तार किया जिसने होली के दौरान गाय की हत्या कर उसके टुकड़े कर दिल्ली के हर्ष विहार…,Delhi,[],hi,https://twitter.com/statuses/1139088425930223617,yes,capt_ivane,[],"['capt_ivane', 'DelhiPolice']",Jun-13-2019,08:33:38
72,Ramveer,Ramveer95982599,,,@ZiaurRahmanVD @pankajjha_ @DelhiPolice जिस देश का गृहमंत्री ऐसा होगा उस देश का हाल ऐसा ही होगा गृह मंत्री का पद बहुत संवेदनशील और जिम्मेदारी का होता है ये कोई किसी पार्टी का पद नहीं जिसको दिल करें उसको कुछ भी बना दो,Delhi,[],hi,https://twitter.com/statuses/1139088398293934085,no,NA,[],"['DelhiPolice', 'ZiaurRahmanVD', 'pankajjha_']",Jun-13-2019,08:33:32
73,® RIJUL,magotra_rijul,"Jammu, Jammu And Kashmir",Cricketer,@nitin_gadkari  sir plzz take action against these fraud companies. @dtptraffic @DelhiPolice,Delhi,[],en,https://twitter.com/statuses/1139088318635753472,no,NA,[],"['DelhiPolice', 'nitin_gadkari', 'dtptraffic']",Jun-13-2019,08:33:13
74,Shailja Arora Grover,ShailjaGrover,,,RT @ArunBhadauria10: @Rajesharma1830 @DCPNewDelhi @CPDelhi @AmitShahOffice @PMOIndia @HMOIndia @DelhiPolice @ZeeNews @ndtv @htTweets @TOIIn…,Delhi,[],en,https://twitter.com/statuses/1139087901562691584,yes,ArunBhadauria10,[],"['CPDelhi', 'TOIIndiaNews', 'ZeeNews', 'DCPNewDelhi', 'ArunBhadauria10', 'Rajesharma1830', 'ndtv', 'DelhiPolice', 'htTweets', 'PMOIndia', 'AmitShahOffice', 'HMOIndia']",Jun-13-2019,08:31:33
75,ashwani shalya,ShalyaAshwani,,humanity's,RT @capt_ivane: दिल्ली पुलिस ने इमरान नाम के आरोपी को गिरफ्तार किया जिसने होली के दौरान गाय की हत्या कर उसके टुकड़े कर दिल्ली के हर्ष विहार…,Delhi,[],hi,https://twitter.com/statuses/1139087620342988800,yes,capt_ivane,[],"['capt_ivane', 'DelhiPolice']",Jun-13-2019,08:30:26
76,Jasvinder Solanki,JasvinderSolank,Vill Baprola New Delhi,हम ही हम है तो क्या हम है तुम ही तुम हो तो क्या तुम हो,@dtptraffic @sachinredbull @DelhiPolice @sudhirchaudhary And plz provide a copy of chalan in this same post so we can say that police is police for normal citizen and commissioner of police,Delhi,[],en,https://twitter.com/statuses/1139087561240899584,no,NA,[],"['sachinredbull', 'DelhiPolice', 'sudhirchaudhary', 'dtptraffic']",Jun-13-2019,08:30:12
77,Navodaya Times,navodayatimes,New Delhi,"Navodaya Times covers breaking news, latest news, news in politics, sports, business and cinema. Follow us for the latest in news and views.","दिल्ली में Police और बदमाश के बीच हुई मुठभेड़, 1 लुटेरे को किया गिरफ्तार https://t.co/vbPjsBYmo9 

@DelhiPolice #DelhiCrimeNews #DelhiCrimeUpdates #NavodayaTimes",Delhi,[],hi,https://twitter.com/statuses/1139087373256421376,no,NA,"['DelhiCrimeNews', 'DelhiCrimeUpdates', 'NavodayaTimes']",['DelhiPolice'],Jun-13-2019,08:29:27
78,Santhosh Yaara,SanthoshYaara,"Hyderabad, India",,@Dev_Fadnavis @MumbaiPolice @CPMumbaiPolice  @DelhiPolice @CPDelhi @GujaratPolice @CMOGuj https://t.co/1t9QLJBlUG,Delhi,[],und,https://twitter.com/statuses/1139087313298870273,no,NA,[],"['CPDelhi', 'Dev_Fadnavis', 'MumbaiPolice', 'CPMumbaiPolice', 'DelhiPolice', 'CMOGuj', 'GujaratPolice']",Jun-13-2019,08:29:13
